Firm_ID,Year,E_Score,Revenue
MFG0164,2020,93.81,232.16
MFG0035,2019,81.5,154.84
MFG0194,2021,55.72,218.71
MFG0191,2021,60.08,328.47
MFG0104,2023,68.98,174.03
MFG0023,2021,63.61,311.36
MFG0265,2020,76.3,82.46
MFG0290,2021,77.46,266.94
MFG0430,2022,66.68,326.04
MFG0462,2020,85.09,229.52
MFG0384,2019,88.0,268.67
MFG0260,2019,52.07,298.02
MFG0414,2023,56.28,261.1
MFG0479,2023,84.07,328.56
MFG0358,2022,81.57,130.97
MFG0075,2019,77.53,181.37
MFG0355,2019,72.12,197.42
MFG0072,2019,70.87,278.8
MFG0259,2019,77.9,480.75
MFG0398,2021,73.94,357.91
MFG0188,2020,86.38,128.41
MFG0461,2020,64.51,320.88
MFG0173,2022,72.2,244.87
MFG0480,2021,81.79,254.52
MFG0290,2019,73.81,227.18
MFG0045,2019,79.4,271.98
MFG0061,2023,79.24,121.24
MFG0083,2023,67.33,287.79
MFG0123,2022,60.77,331.55
MFG0358,2019,63.77,219.79
MFG0016,2022,60.08,247.04
MFG0066,2021,51.58,180.52
MFG0424,2020,84.01,259.41
MFG0145,2019,51.25,308.93
MFG0375,2021,92.48,281.06
MFG0162,2019,66.19,365.4
MFG0234,2023,68.94,395.43
MFG0380,2022,55.34,240.96
MFG0144,2023,76.23,276.75
MFG0358,2020,69.13,189.6
MFG0188,2023,72.67,251.73
MFG0322,2019,63.34,305.16
MFG0450,2023,77.29,375.37
MFG0474,2019,62.94,290.13
MFG0013,2020,72.87,330.8
MFG0184,2023,77.08,166.25
MFG0111,2022,87.96,324.37
MFG0415,2022,80.86,213.08
MFG0290,2022,72.99,456.95
MFG0295,2023,71.91,481.48
MFG0451,2023,75.45,454.25
MFG0392,2023,80.43,207.91
MFG0215,2019,63.81,365.64
MFG0462,2020,81.94,50.83
MFG0120,2022,61.69,407.02
MFG0382,2019,77.02,296.43
MFG0055,2022,77.96,117.74
MFG0027,2019,64.61,360.12
MFG0118,2023,55.03,265.39
MFG0221,2022,69.09,264.98
MFG0231,2023,43.07,352.69
MFG0053,2022,70.04,399.78
MFG0295,2021,58.27,326.69
MFG0321,2019,106.25,70.11
MFG0401,2021,83.65,326.47
MFG0233,2019,72.79,196.14
MFG0158,2020,86.66,347.81
MFG0437,2022,79.76,332.13
MFG0269,2020,59.2,267.32
